,id,content,pseudo_label,bert-embedding
21,5.6786877028420806e+17,"@SouthwestAir @travelportland welcome to Portland. Sun, Mt hood and Southwest. http://t.co/y3SAHVX3Zk",neu,-0.012398493476212025
22,5.678685445720637e+17,@united Give Cyndi &amp; Troy each a gold star.,pos,-0.009404347278177738
23,5.678680273765171e+17,@JetBlue yep it's for tomorrow.,neu,-0.010544361546635628
24,5.678674981267702e+17,@USAirways Will do. I appreciate the response.,pos,-0.01006328035145998
25,5.6786748362274816e+17,“@JetBlue: @Analystdoc Unfortunately that's not an available option with our current system. Sorry guys. That's a certain #fail Fix it plz.,neg,-0.011703861877322197
26,5.6786731174438086e+17,@united our flight attendant @superben was super helpful in finding a bag we left on a flight today. Excellent customer service. Name fits.,pos,-0.011070221662521362
27,5.67867168429183e+17,@united how about changing RNO -DEN non-stop In May (9) from 6am to Late Flight morning or early afternoon?,neu,-0.010127376765012741
28,5.678670907298611e+17,@USAirways @erickofiejones how long are billing cycles,neu,-0.008496531285345554
29,5.678666733252854e+17,@SouthwestAir  why are you the only airlines to Cancelled Flight all flights into BNA? Been stranded in philly for 2 days. Hoping to get out in the AM,neg,-0.011370607651770115
30,5.6786654042456064e+17,@USAirways on hold for 1:23. All because they won't let me use a companion voucher online http://t.co/DPhQRgkdoA,neg,-0.012843157164752483
31,5.678665116263465e+17,@SouthwestAir not very helpful trying to get out of Nashville.Should waive change fee for 2/18.,neg,-0.010124316439032555
32,5.678661628659712e+17,@USAirways and no one has been at all helpful. I will never fly this airline again. #NeverAgain #spreadtheword,neg,-0.011314256116747856
33,5.678657037657989e+17,"@USAirways No, they won't because after 5 hours of holding I had to give up because I couldn't borrow the phone any longer. 5 hours...",neg,-0.011451087892055511
34,5.678654031012986e+17,"@SouthwestAir still haven't been able to get through, thanks for responding",neu,-0.011390173807740211
35,5.678650445806387e+17,@USAirways I've been sitting in the Charlotte airport for 4 hours. Waited for crew and now maintenance.  #NeverAgain,neg,-0.010838489979505539
36,5.6786493934955725e+17,@united #UnitedAirlines wont wait 10min for fam w 2yr old connecting. flight leaves early instead for airport that is planes last stop today,neu,-0.010294709354639053
37,5.678648322354053e+17,"@SouthwestAir thanks, but they told him he couldn’t a few hours ago, then my plane left  after I tried to do it. Stuck waiting for hours now",neg,-0.011453896760940552
38,5.6786479340455526e+17,"@JetBlue received horrible customer service at LAX on 2/11. Reservation Cancelled Flighted without notification, despite having confirmation number.",neg,-0.010380063205957413
39,5.678645885213818e+17,"@JetBlue flight was Cancelled Flighted. Do I need to file a claim for the $50 credit I'm entitled to per yr bill of rights, or will it just be issued?",neg,-0.012616029940545559
40,5.678645235851182e+17,"@USAirways @test99 delayed my flight 3 times before Cancelled Flighting it, had angry and rude workers, and are now providing no helpful service at all",neg,-0.010566742159426212
41,5.6786439526457344e+17,@USAirways My daughter is stranded in charlotte because US Airways Cancelled Flightled her flight tonight.  Completely dissatisfied with @USAirways,neg,-0.011500393971800804
42,5.678641170478653e+17,"@united I can’t go back to the airport, I’m working, and won’t have time.  Are you telling me there is seriously no other way?",neg,-0.012611758895218372
43,5.6786405874284544e+17,"@JetBlue Why not just take her info in the beginning and if cut off, call back? We do that in my medical practice. We are frequent flyers :(",neg,-0.011201400309801102
44,5.678639330186404e+17,@SouthwestAir has the winner for #DestinationDragons been announced yet? If not when will they be??,neu,-0.010595027357339859
45,5.678634454225469e+17,@SouthwestAir On my flight today from RSW to GRR I was able to snag a free SW Agent to check for me. It looks like we are (finally) all set.,pos,-0.012777755968272686
46,5.678631973418476e+17,"@SouthwestAir Yeah, we figured it out.  Thanks.",pos,-0.01035909540951252
47,5.6786312147953664e+17,@united instead of Bourbon street how about #quiet #planes #SaveTheDiagonals,neu,-0.009581376798450947
48,5.6786308234662714e+17,@united 3875 to Denver which we are supposed to be boarding right now but has yet to land,neg,-0.010113668628036976
49,5.6786294034857984e+17,@united I've been doing this for 15 years and I've never had this many issues with any other airline.,neg,-0.01118482742458582
50,5.678628145780613e+17,@usairways Thanks to Kevin and team at F38ish at PHL for some great service recovery tonight. Appreciate it.,pos,-0.010392211377620697
51,5.678627545577594e+17,@JetBlue is definitely my new favorite airline.,pos,-0.010146397165954113
52,5.67862628460159e+17,@JetBlue I will try that. Thanks! If all else fails I will just do the old fashioned method tomorrow morning.,pos,-0.01194671168923378
53,5.6786258637452896e+17,@united haha that's fine. Still won't fly @united ever again. Seems like you guys have more problems than anyone else.,neg,-0.013229643926024437
54,5.6786245457678746e+17,@united note: they are traveling w 2yr old. Unreal,neg,-0.008985395543277264
55,5.678622404199342e+17,@SouthwestAir thanks for the drink tickets hook up! Can't wait for my first international flight with you to NAS! #pumped,pos,-0.011644876562058926
56,5.678621812088054e+17,@united and that plane was staying overnight at the next airport - ROC. U can make up 10 min in air but instead of waiting u leave EARLY,neg,-0.010450386442244053
57,5.6786197541945754e+17,@united and they were traveling as guests of a mileage plus member using that members miles. Great customer service.,pos,-0.009133766405284405
58,5.6786190160390144e+17,@USAirways Commitment to excellence is 2b praised. Can get you to the wrong city 2 days Late Flight or the right one 3 days Late Flight. #customerservice,neg,-0.011702333576977253
59,5.678617278338949e+17,@united mechanical issues causes delay and connecting plane at ORD only needed to wait 10 min for them. Refused and left early instead. Wtf,neg,-0.010121790692210197
60,5.6786164508463104e+17,@SouthwestAir took our carryon bag with essential attire for a life changing interview tomorrow &amp; it's not here; can we expect compensation?,neg,-0.011043482460081577
61,5.6786114089558016e+17,@SouthwestAir  I got rebooked for tomorrow,neu,-0.009037346579134464
62,5.67861067088597e+17,@JetBlue all up to date. Can't update via Google play.,neu,-0.010509314946830273
63,5.678609824223068e+17,"@SouthwestAir Hi! I just saw a Black History month commercial on TV &amp; Im excited! In support of this month,will you all grant me 1 free trip",pos,-0.012451128102838993
64,5.678607757522084e+17,"@USAirways car services to and from the hotel, food, hotel cost bc of Cancelled Flightlations fall on the customer with last minute notifications",neg,-0.009946788661181927
65,5.6786045067690394e+17,@JetBlue Are there issues with the mobile boarding passes? My app keeps crashing when I try accessing. Thanks!,neg,-0.0113036148250103
66,5.6786035156964966e+17,@USAirways I'm amazed at the lack of communication with the passengers.,neg,-0.010241979733109474
67,5.678603251790725e+17,@SouthwestAir took our BOS to BWI plane for a flight to StL and promised a replacement  1.5 hours Late Flightr. Now 2.5 hours delayed. Not happy.,neg,-0.011425907723605633
68,5.6786031388369306e+17,"@USAirways when I told csr I would close acct, he couldn't care less",neg,-0.010215655900537968
69,5.678601757400924e+17,"@USAirways beware,  Barklays bank has terrible cust service. Will not assist, only know to go by badly written book(in English).",neg,-0.010370154865086079
70,5.678601079603241e+17,@USAirways they call weather an act of God and refuse to help. I have my wife and 3 kids and they have no sympathy.,neg,-0.011184590868651867
71,5.67860067602559e+17,@JetBlue becomes first #airline to accept #Apple Pay - Future #Travel Experience http://t.co/czOr4nyh9n,neu,-0.012849441729485989
72,5.678598884807721e+17,@USAirways bad weather shouldn't mean bad service,neg,-0.008900800719857216
73,5.678597141697085e+17,@USAirways stuck in Charlotte being treated like a nobody by staff.,neg,-0.009242520667612553
74,5.678596019007406e+17,"@USAirways flights keep getting delayed and Cancelled Flighted with no information, worst customer service ever.",neg,-0.009882716462016106
75,5.6785956962137286e+17,"@SouthwestAir though I work for another major airline,  I LOVE your Black history month commercial. I Thank you.",pos,-0.011627665720880032
76,5.678593386158653e+17,@SouthwestAir No. We were in a large group. Majority of the 30+ bags were soaked.,neg,-0.010578974150121212
77,5.6785900823056384e+17,"@USAirways what does ""your reservation is 'out of sync.'"" mean? On hold w customer service 12 min and want an idea what is up",neg,-0.01121135987341404
78,5.6785895754656154e+17,@USAirways sits on a throne of lies,neg,-0.008582587353885174
79,5.678583735274701e+17,@SouthwestAir Black History Commercial is really sweet. Well done.,pos,-0.009154877625405788
80,5.678583178312499e+17,@VirginAmerica now it's just t-minus 32 minutes until my Elevate a Silver upgrade window opens . #FreeNeverSucks 😃👍,pos,-0.012193537317216396
81,5.678581732829061e+17,@SouthwestAir even with the 50$ voucher for picking up my bag,neg,-0.009493432939052582
82,5.678580762854522e+17,"@SouthwestAir there... from my first interaction with your people this morning, after bad weather, sorry but I wont be flying with you again",neg,-0.012378745712339878
83,5.678575912226038e+17,@SouthwestAir yeah they told me it would be on the next flight. I drove down and it wasnt. I just drove down for a second time and they were,neg,-0.012685918249189854
84,5.678574912848773e+17,"@united captain ""we apologize for the delay, the company is looking for an open gate (glance starboard side, see 5 open gates)",neu,-0.011272775009274483
85,5.678574023404503e+17,"@USAirways where's my bag?  You called at noon promising it today, would like an update like your website promises.  I need that bag!",neg,-0.012182636186480522
86,5.6785722115929696e+17,@USAirways flt 470 Tampa to CLT is very Late Flight gonna miss conn to BOS what can you do?,neg,-0.0106559032574296
87,5.67857135066964e+17,"@JetBlue well, your new baggage fees, fare structures and reduced legroom has turned you into every other hated carrier in the US. Congrats",neg,-0.013179069384932518
88,5.6785696252166144e+17,@JetBlue Thank you for your excellent customer service - resolved issue quickly.,pos,-0.01165546104311943
89,5.67856598762156e+17,@united reinstating the kosher meals that were dropped shortly after the merger?,neu,-0.009988166391849518
90,5.6785648695057606e+17,"@USAirways I'm on the flight, finally in the air. Not enough food to feed customers. No movie or entertainment on a 5 hr flight.",neg,-0.011186949908733368
91,5.678564220309422e+17,@SouthwestAir much respect!,pos,-0.00877456460148096
92,5.678564005225636e+17,"@JetBlue yes, well they are operating outside of your terminal and targeting vulnerable passengers. No better than thieves.",neg,-0.010298027656972408
93,5.6785635590776006e+17,@SouthwestAir it's not letting me DM you !!,neg,-0.009115678258240223
94,5.678561272469996e+17,@JetBlue that's not an option for us. So how can we help each other fix this? I would've made the change earlier if given accurate info.,neg,-0.01259093452244997
95,5.6785592648666726e+17,"@united I'm on one of your 757-300 between JFK and LAX.When r u upgrading planes?Plane has no Screens,lousy seats And that's in UnitedFirst.",neg,-0.012791057117283344
96,5.6785578869960704e+17,@USAirways I just hope that pilot had a good day off,neu,-0.009867414832115173
97,5.6785573666505114e+17,@SouthwestAir @Imaginedragons when are we gonna know I have a math test tomoro and I can't concentrate😭😭 #DestinationDragons,neu,-0.009801818989217281
98,5.678556406405161e+17,@SouthwestAir Thank you!  #thankful #feelingtheluv,pos,-0.009085778146982193
99,5.678555665902551e+17,"@JetBlue well, now saying our flight is going to be Cancelled Flighted &amp; that by not changing earlier, we missed our chance to get out tomorrow. 1/2",neg,-0.011198165826499462
100,5.6785547014219776e+17,@United is it possible to upfare to P a segment where I have a GPU waitlisted?,neu,-0.009412506595253944
101,5.678551713356268e+17,@VirginAmerica save some for 871 tomorrow AM!,neu,-0.008889454416930676
102,5.6785478267898266e+17,"@United Bringing your ""A"" game with premium cabin dining. Nice! https://t.co/zgOQoxjBQY",pos,-0.011264882050454617
103,5.6785456612286464e+17,@USAirways thanks for your help! I left a message for DCA lost and found. Fingers crossed we find it!,pos,-0.011511442251503468
104,5.6785370910072006e+17,@JetBlue tell your employees that!,neg,-0.009039520286023617
105,5.678536686089257e+17,@united you already have vomit so you are halfway there,neg,-0.00910959392786026
106,5.678536444204237e+17,@united is amazing how hard is to talk with customer service! !!,neg,-0.009416447021067142
107,5.678534974351606e+17,"@united fair enough, but it stinks to be the passenger on the plane that leaves the gate then sits on the tarmac for an hour before takeoff",neg,-0.011623038910329342
108,5.678530594198569e+17,@SouthwestAir Im just praying you get me home alive,neg,-0.00950617529451847
109,5.678530543487549e+17,"@JetBlue even @Citi responded quicker via Twitter when they #fail.... Still on hold, hoping no one books the flight..... @JetBlue #fail",neg,-0.01363032404333353
110,5.678530529436631e+17,@united they held the flight for our group of nearly 20 people.,neg,-0.009061506018042564
111,5.6785300153421005e+17,@JetBlue ah yes. Put the bags on the floor instead of the overhead bin so no one trips. #safetyfirst #sarcasm,neg,-0.011119707487523556
112,5.678527049800172e+17,@united you guys suck. You delay flights but can't hold the connectors 10 minutes??? #WorstAirlineEver,neg,-0.010388602502644062
113,5.6785255051218125e+17,@JetBlue where exactly can I leave a note,neg,-0.009467929601669312
114,5.6785227889341645e+17,@united I Want a Plane dad,neu,-0.008462918922305107
115,5.678522640999997e+17,@JetBlue Accepting #Apple Pay - Mobile Enterprise http://t.co/Ci5cfrlqBe,neu,-0.010809210129082203
116,5.6785194262757786e+17,"@JetBlue Guys, really bad @JetBlue #fail . Someone better call my wife back to get this handled. 203-382-3312 while she waits on hold....",neg,-0.013734613545238972
117,5.678517631364915e+17,@SouthwestAir I hope you're happy! You have officially become the next @AmericanAir #ProfitBeforePeople IMO you will be bankrupt by 2020,neg,-0.011340301483869553
118,5.6785156147438394e+17,@JetBlue #fail My wife on the phone asking to switch flight times. In mid switch gets disconnected. Now Cancelled Flightled! No new time! No call back,neg,-0.012087945826351643
119,5.67851387641598e+17,@USAirways is the worst airline I’ve ever flown on. You guys have treated me like garbage today.,neg,-0.011046885512769222
120,5.678513591789896e+17,"@united time for a rant...you delayed my flight and still forgot my luggage...then delayed on the Tarmac, moments I love you United",neg,-0.012148644775152206
121,5.678513522498682e+17,"@united it was an international flight, and we didn't get our new eta until we were in the air.",neg,-0.010711771436035633
122,5.678512755991101e+17,@USAirways Only water on flight 763 to DCA? This is the first time I've ever seen this happen. #ExecutivePlatinumMeansNothing #IWantCoffee,neg,-0.011865958571434021
123,5.678507463197532e+17,"@USAirways Eh, it happens. I think I'll survive. 😉 Thanks!",neu,-0.00997160654515028
124,5.6785053771609286e+17,@united - I think she was having a rough moment w/ a bad passenger from an earlier flight. Things got considerably better. Thanks!,pos,-0.011667131446301937
125,5.678504654063944e+17,@USAirways I have a voucher from a past trip that was delayed. I thought I had to talk to someone on the phone to use it. Is that not true?,neg,-0.011568817310035229
126,5.6785001560068506e+17,@united - thanks for the rude customer service and 3 hour delay. It really helped me timing wise for my afternoon meetings. Hello @Delta !,neg,-0.010815570130944252
127,5.6784959793188864e+17,"@united Useless response. I need a functioning wheelchair, not a customer care form to fill out.",neg,-0.009536027908325195
128,5.678495207818936e+17,@VirginAmerica Why is it taking 12 years to fly home to Dallas? Get your shit together.,neg,-0.010961460880935192
129,5.6784950053615206e+17,"@USAirways I did, but it won't help.. Can't believe you wouldn't take full fare for first class and gave away to Platinum Member.. Profits?",neg,-0.011858909390866756
130,5.678493769256182e+17,@JetBlue That's great! Thank you.,pos,-0.01054543536156416
131,5.67849200295125e+17,@VirginAmerica @JezzieGoldz club Virgin is bumping in New York http://t.co/HaQc7GDg7c,neu,-0.012539217248558998
132,5.678491027315261e+17,@USAirways 1 1/2 hours on hold to customer service without anyone answering is more than ridiculous!,neg,-0.009886002168059349
133,5.678488529439539e+17,"@united awesome. Thx. And thx for replying so damn fast, sure as hell beats 80s cheeze hold music!!",pos,-0.011869763024151325
134,5.678488433726013e+17,"@USAirways - I'm in the Cust Svc line.  Your Charlotte, NC agents better be in their A game.",neu,-0.010111343115568161
135,5.6784871673801114e+17,@JetBlue they tried to have us towed. Do you think I'll be flying out of your terminal again? Risk of $75 fine from corrupt police official,neg,-0.012089566327631474
136,5.6784854489316966e+17,"@united What does ""Cabin Functionality"" mean when I'm taking a customer satisfaction survey?",neu,-0.010648985393345356
137,5.678484379929846e+17,@JetBlue selfie on the flight 83 from #JFK to #Orlando . With @Supertzar85 http://t.co/QRANZImHTr,neu,-0.01344052329659462
138,5.678483741136937e+17,@united $55 cab ride to dfw from love got me my bag. Reimburse?,neg,-0.010804906487464905
139,5.678482015054766e+17,@united @gg8929 Unbelievable hypocrisy!!,neg,-0.010002749972045422
140,5.6784817115549696e+17,@JetBlue ticket issued whilst delivering your customers.,neg,-0.009546470828354359
141,5.678481074567496e+17,@USAirways and if the flight is full?,neu,-0.009079888463020325
142,5.6784808457253274e+17,"@JetBlue understand that, but this policy of targeting your passengers is not good for business and should be addressed with security",neg,-0.010670523159205914
143,5.678479669895086e+17,@USAirways been delayed three times now finally boarded. Been waiting 20 minutes. Now being told the plan has to be completely powered down.,neg,-0.010711994022130966
144,5.678477532771205e+17,@united thanks for not getting my BusinessFirst priority tagged bag onto my connecting flight at EWR despite a 2+ hour layover. Nice job,pos,-0.012374497950077057
145,5.6784773706194125e+17,@USAirways 4 hours... 4 hours... FOUR HOURS.  It's like this is a joke to you.,neg,-0.01196915004402399
146,5.6784757122338816e+17,@SouthwestAir what's up with these delays?! Throw some priority boarding my way &amp; I'll forgive you!! 👍 #southwest #southwestairlines,neg,-0.012615038082003593
147,5.6784734430734746e+17,thanks to @USAirways my trip is all screwed up. Ive had to move meetings and a dinner and im STILL not out of nyc yet,neg,-0.01305594015866518
148,5.6784716346576486e+17,Always been a @JetBlue fan but maybe next time I'll fly @VirginAmerica for real customer service.,neg,-0.012183628976345062
149,5.6784712099004826e+17,@USAirways i dont need to check status of my flight because i was ON the plane and you had a door malfunction. Get it together!!,neg,-0.01245475560426712
150,5.678469701417165e+17,@VirginAmerica @JezzieGoldz would have been a rough trip but LUCKILY we were on a #virginamerica flight. #weather,pos,-0.011849794536828995
151,5.678463596315648e+17,@USAirways freaking out about the fact you are fixing the engine from Charlotte to Orlando. #longday,neg,-0.010289833880960941
152,5.6784626809074074e+17,@JetBlue I agree!!!  If only there was a frequent tweeter discount so I could fly to see more friends! 😀@Tinman2IronMan @meggersrocks,pos,-0.011569174006581306
153,5.67846026507391e+17,@JetBlue understood ... but could I go and put myself on the standby list 5 hours prior to my flight?,neg,-0.01118122786283493
154,5.678459981663396e+17,@JetBlue the whole plane. Hoping for better luck on the return flight Sunday.,neg,-0.009880663827061653
155,5.678459532454134e+17,"@united amazing flying over 25,000 miles on #UnitedAirlines &amp; alliance last year; still got jilted out of status! #moneyelsewhere",pos,-0.011080377735197544
156,5.678457262203576e+17,@VirginAmerica is that #thestarter??😁,neu,-0.00932270660996437
157,5.678456817689682e+17,@SouthwestAir I got it added thank you! :),pos,-0.009335249662399292
158,5.6784550020593664e+17,"@united On top of this, a CSR went ahead and hung up on me after I called United to discuss this.",neg,-0.011558800004422665
159,5.678454928492872e+17,@united now finally in memphis. Landed 30 minutes ago. Still no bags. Paying for a service that just gets worse...,neg,-0.010962634347379208
160,5.678453821028598e+17,"@JetBlue so I'm penalized for packing lightly, having 1 bag and paying extra for a seat?",neg,-0.01077730767428875
161,5.6784520301437754e+17,@VirginAmerica ...Please come to Minneapolis St. Paul!,neu,-0.010315831750631332
162,5.6784516578153274e+17,"@united thanks for a terrible experience at EWR. Customers should be treated as a priority, not as an inconvenience #tryagain",neg,-0.012152550742030144
163,5.678450895082332e+17,"@JetBlue dropping passengers with small baby and 3 infants at your San Juan terminal. As unloading baby, officer writes me ticket for $75",neg,-0.010755492374300957
164,5.678448521356452e+17,"@united Some 3rd party service known as EZEE flights. A man, who confirmed he was born in India, told me his name was Steve Wilson.",neu,-0.011297374963760376
165,5.678447749940142e+17,@united The third wheelchair is broken! http://t.co/tvk0PyxQv5,neg,-0.011207492090761662
166,5.678443626016973e+17,"@united She met me from customer service at the arrival of flight UA3787 PVD-IAD. Thanks, you guys have really handled this storm!",pos,-0.012275462038815022
167,5.6784388974841856e+17,@JetBlue the TV. Wifi was spotty. It's just a nice feature for a X country flight. Still won't keep us away #lovejetblue,neg,-0.012653408572077751
168,5.6784384524701696e+17,"@SouthwestAir Great, thank you. Best of luck dealing with this horrible winter.",pos,-0.011218885891139507
169,5.6784381199037645e+17,@JetBlue so technically I could drive to JFK now and put in. Request for tomorrow's flight?,neg,-0.010949910618364811
170,5.678436468815994e+17,@SouthwestAir thank you :-),pos,-0.009360519237816334
171,5.6784341571673286e+17,@USAirways I was told there is no record of my refund.  Can someone please help me. This has been a long day,neg,-0.01301387045532465
172,5.67843309349036e+17,@SouthwestAir needed my flight info so I can add my rapid rewards to my flight ... First time I have flown with SW - won't do it again #mad,neg,-0.011646579019725323
173,5.678430143006925e+17,"@SouthwestAir I keep getting disconnected after choosing the option ""unused travel funds"" on your automated customer service line! SOS",neg,-0.009865080937743187
174,5.678428069302394e+17,@united ooh thanks!,pos,-0.008625623770058155
175,5.678427268610212e+17,@JetBlue why did I pay for extra space to be forced to put my backpack under my seat? Its my only bag. Flight 135. Unprofessional.,neg,-0.013132553547620773
176,5.678426614632407e+17,@JetBlue we were on b6 619 this morning from Boston to beautiful San Diego. We really were bummed the satellite was broken. :(,neg,-0.012003199197351933
177,5.678426477396541e+17,@USAirways I tried speaking to multiple people at your reservations desk after 30 min on hold. #waivethefee #poorcustomerservice #Neptune,neg,-0.011556713841855526
178,5.678425934401454e+17,@JetBlue knew that ... has to be done at the Gate correct? If so what time does gate open,neu,-0.01098274253308773
179,5.6784246685190554e+17,@USAirways Being put back on hold for what has now been an HOUR is completely unacceptable.,neg,-0.010791230946779251
180,5.678424399118582e+17,@USAirways Stop reposting same autoresponse  That was return flight home #imateacher. Couldnt get to RSW  #neptune#waivethefee #notmyfault,neg,-0.01084962859749794
181,5.678423705338675e+17,@USAirways contd.. They put her on 7 pm flite tonite. I think she's on now. Worst customer service ever! U need to fix it.,neg,-0.010488050058484077
182,5.678423664738345e+17,@USAirways  thank you! Glad to be heading home! Great people at your call center!,pos,-0.009952409192919731
183,5.678420154189783e+17,"@united my flight was at 1 pm. Still at the airport gee what service.  Do they care, nope.  Delayed until 7:55.",neg,-0.011123303323984146
184,5.678419544840684e+17,@united very disappointed in CC. Purchased ticket online w/ voucher and charge full amnt. Would not hold price after refund. Unacceptable,neg,-0.009558770805597305
185,5.678418284115517e+17,"@jetblue #philly lost and read program - Our customers get hot tea, great crewmembers, top notch info &amp; now #BOOKS! http://t.co/9rAGncw2Bk",pos,-0.01257725153118372
186,5.678418183579648e+17,"@USAirways thx 4 replying. After trying 2 get thru many times, &amp; v-mail or people hanging up on, us we talked 2 tech...cont'd",pos,-0.01156469713896513
187,5.678413084522496e+17,@united exactly it states a secure document is a nexus card. It does not state a passport must always be also presented. Read it,neg,-0.009704835712909698
188,5.678409230082376e+17,@SouthwestAir Flight 3111 (N614SW) departs @MCO enroute to Indianapolis International Airport http://t.co/qefKFWZo7d,neu,-0.012408741749823093
189,5.678408153319916e+17,@USAirways My Flight Booking Problems C68LD9 just times out when I select it under Manage My Flight Booking Problems for months now. I have emailed but no response. Help?,neg,-0.010847129859030247
190,5.6784073230585856e+17,@SouthwestAir Being old I will miss my connection and can sleep at OAK or get a hotel on my own dime rubs me the wrong way. I wasn’t Late Flight.,neg,-0.010821416042745113
191,5.6784012245405286e+17,@USAirways HA!  You're fun.,pos,-0.008788934908807278
192,5.6784010312250976e+17,@USAirways UR service is so shitty. Pilot never showed up so we waited hours because another pilot was supposed to come but didn't #Cancelled Flighted,neg,-0.010376525111496449
193,5.678391607797309e+17,"@united We were told by United to ""carry over/carry back"" for the refund.",neu,-0.009385191835463047
194,5.678388967316152e+17,"@united no, I had to leave for work. Would have not been possible. So I would love to have this replaced now",neu,-0.010876565240323544
195,5.6783879924330906e+17,I feel completely cheated @united. I read your commitment to customer service via website and def did not get service suggested there.,neg,-0.009651781059801579
196,5.6783817481639526e+17,@SouthwestAir Not your finest moment in Boston right now!,neg,-0.009042591787874699
197,5.6783770909334726e+17,"@united @annricord 0162431184663.
3 of your agents said we would be refunded. Agents said United should never have sold us the ticket.",neg,-0.011292320676147938
198,5.6783731478276506e+17,@united if your air traffic crew could get their shit together no one would notice the rudeness of the ground staff,neg,-0.009829659946262836
199,5.6783721862836224e+17,"@JetBlue Flight 152 (N559JB) ""Here's Looking at Blue Kid"" departs @MCO enroute to @BostonLogan http://t.co/qeaDA92MW6",neu,-0.012492013163864613
200,5.6783702301427296e+17,"@JetBlue.  Punta Cana, to enjoy weather n see my wifes family",neu,-0.010544989258050919
201,5.6783672810020045e+17,@JetBlue And we are glad to see what is going on and fix! @ProfessorpaUL15: please DM me your confirmation # so we can check.,pos,-0.012144333682954311
202,5.6783666089905766e+17,"@SouthwestAir MY BAGS ARE. 1st woman said it would be there on the next flight... not there, so now Ive got nothing. Big wigs help me out",neg,-0.01257040910422802
203,5.6783631077532474e+17,@JetBlue just lost my business   Enjoy your profits,neg,-0.009973820298910141
204,5.678361181812777e+17,@JetBlue I would drive 2 1/2 hours to jfk to board JetBlue to Vegas instead of closer Hartford airport. Cramming more seats on plane.NO MORE,neg,-0.012239293195307255
205,5.678358579290358e+17,@united IT-problems with the link? #3thparty,neg,-0.008959528990089893
206,5.678353345721303e+17,@SouthwestAir can I use points to book a rental car?,neu,-0.009580230340361595
207,5.678348819395461e+17,@USAirways how long is that flight? http://t.co/bCwckWtnlE,neu,-0.011222543194890022
208,5.6783449865560474e+17,"@United: I feel very well informed. yes, the flight is indeed delayed. Thank you. http://t.co/FuCHZRZjg5",neg,-0.01349705457687378
209,5.6783402129359674e+17,@USAirways flying high thanks!,pos,-0.00869056023657322
210,5.678339161968435e+17,@united Why do I pay more for Coach Plus to be told preboarding that all overhead bins will be full for me,neg,-0.009710726328194141
211,5.6783366692512154e+17,@united can I get some help changing a ticket.  40 minutes on hold and counting....,neg,-0.010376318357884884
212,5.678332472422646e+17,"@SouthwestAir no, thanks. I think we have it straight!",neg,-0.010078911669552326
